# vorticity test
#      size_x  size_y  x_min  y_min  x_max  y_max
2vecs  300     200     0      0      3      2
-0.0013269954 -0.0019211725
-0.0012873837 -0.0019211725
-0.0012477719 -0.0019211725
-0.0012081602 -0.0019211725
-0.0021093288 -0.0035551598
-0.0057998286 -0.010091108
-0.0065359483 -0.011725095
-0.0062982775 -0.011725095
-0.0060606063 -0.011725095
-0.0059780814 -0.01204529
-0.0063543944 -0.013326072
-0.0062388591 -0.013646267
-0.0059615769 -0.013646267
-0.0056842943 -0.013646267
-0.0054070116 -0.013646267
-0.0051297289 -0.013646267
-0.0048524467 -0.013646267
-0.0045751636 -0.013646267
-0.0042978809 -0.013646267
-0.0040205987 -0.013646267
-0.0037433156 -0.013646267
-0.0034660329 -0.013646267
-0.0031887505 -0.013646267
-0.0029114678 -0.013646267
-0.0026341854 -0.013646267
-0.0023569025 -0.013646267
-0.0020796198 -0.013646267
-0.0018023371 -0.013646267
-0.0015250547 -0.013646267
-0.0012477719 -0.013646267
-0.00097048923 -0.013646267
-0.00069320662 -0.013646267
-0.00041592395 -0.013646267
-0.00013864132 -0.013646267
0.00013864132 -0.013646267
0.00041592395 -0.013646267
0.00069320662 -0.013646267
0.00097048923 -0.013646267
0.0012477719 -0.013646267
0.0015250547 -0.013646267
0.0018023371 -0.013646267
0.0020796198 -0.013646267
0.0023569025 -0.013646267
0.0026341854 -0.013646267
0.0029114678 -0.013646267
0.0031887505 -0.013646267
0.0034660329 -0.013646267
0.0037433156 -0.013646267
0.0040205987 -0.013646267
0.0042978809 -0.013646267
0.0045751636 -0.013646267
0.0048524467 -0.013646267
0.0051297289 -0.013646267
0.0054070116 -0.013646267
0.0056842943 -0.013646267
0.0059615769 -0.013646267
0.0062388591 -0.013646267
0.0063543944 -0.013326072
0.0059780814 -0.01204529
0.0060606063 -0.011725095
0.0062982775 -0.011725095
0.0065359483 -0.011725095
0.0057998286 -0.010091108
0.0021093288 -0.0035551598
0.0012081602 -0.0019211725
0.0012477719 -0.0019211725
0.0012873837 -0.0019211725
0.0013269954 -0.0019211725
0.0011322375 -0.0016009773
0.00022776787 -0.00032019542
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0.00032019542 0.00022776787
0.0016009773 0.0011322375
0.0019211725 0.0013269954
0.0019211725 0.0012873837
0.0019211725 0.0012477719
0.0019211725 0.0012081602
0.0035551598 0.0021093288
0.010091108 0.0057998286
0.011725095 0.0065359483
0.011725095 0.0062982775
0.011725095 0.0060606063
0.01204529 0.0059780814
0.013326072 0.0063543944
0.013646267 0.0062388591
0.013646267 0.0059615769
0.013646267 0.0056842943
0.013646267 0.0054070116
0.013646267 0.0051297289
0.013646267 0.0048524467
0.013646267 0.0045751636
0.013646267 0.0042978809
0.013646267 0.0040205987
0.013646267 0.0037433156
0.013646267 0.0034660329
0.013646267 0.0031887505
0.013646267 0.0029114678
0.013646267 0.0026341854
0.013646267 0.0023569025
0.013646267 0.0020796198
0.013646267 0.0018023371
0.013646267 0.0015250547
0.013646267 0.0012477719
0.013646267 0.00097048923
0.013646267 0.00069320662
0.013646267 0.00041592395
0.013646267 0.00013864132
0.013646267 -0.00013864132
0.013646267 -0.00041592395
0.013646267 -0.00069320662
0.013646267 -0.00097048923
0.013646267 -0.0012477719
0.013646267 -0.0015250547
0.013646267 -0.0018023371
0.013646267 -0.0020796198
0.013646267 -0.0023569025
0.013646267 -0.0026341854
0.013646267 -0.0029114678
0.013646267 -0.0031887505
0.013646267 -0.0034660329
0.013646267 -0.0037433156
0.013646267 -0.0040205987
0.013646267 -0.0042978809
0.013646267 -0.0045751636
0.013646267 -0.0048524467
0.013646267 -0.0051297289
0.013646267 -0.0054070116
0.013646267 -0.0056842943
0.013646267 -0.0059615769
0.013646267 -0.0062388591
0.013326072 -0.0063543944
0.01204529 -0.0059780814
0.011725095 -0.0060606063
0.011725095 -0.0062982775
0.011725095 -0.0065359483
0.010091108 -0.0057998286
0.0035551598 -0.0021093288
0.0019211725 -0.0012081602
0.0019211725 -0.0012477719
0.0019211725 -0.0012873837
0.0019211725 -0.0013269954
0.0016009773 -0.0011322375
0.00032019542 -0.00022776787
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-0.00031359348 0.00024757377
-0.0015679674 0.001231267
-0.0018815609 0.001445831
-0.0031623426 0.0023172908
-0.0085990634 0.0061167232
-0.011134218 0.0077342046
-0.011447811 0.0077243024
-0.011447811 0.0074866312
-0.011447811 0.0072489614
-0.012088204 0.0073876018
-0.014649766 0.008641975
-0.015290158 0.0087145977
-0.015290158 0.0083977031
-0.015290158 0.0080808084
-0.016570939 0.0083844988
-0.021694066 0.010523537
-0.022974847 0.010695187
-0.022974847 0.010219846
-0.022974847 0.0097445045
-0.022974847 0.009269163
-0.022974847 0.0087938206
-0.022974847 0.0083184792
-0.022974847 0.0078431387
-0.022974847 0.0073677953
-0.022974847 0.0068924543
-0.022974847 0.0064171124
-0.022974847 0.0059417705
-0.022974847 0.0054664295
-0.022974847 0.0049910876
-0.022974847 0.0045157461
-0.022974847 0.0040404042
-0.022974847 0.0035650628
-0.022974847 0.0030897208
-0.022974847 0.0026143792
-0.022974847 0.0021390375
-0.022974847 0.0016636958
-0.022974847 0.0011883542
-0.022974847 0.00071301253
-0.022974847 0.00023767083
-0.022974847 -0.00023767083
-0.022974847 -0.00071301253
-0.022974847 -0.0011883542
-0.022974847 -0.0016636958
-0.022974847 -0.0021390375
-0.022974847 -0.0026143794
-0.022974847 -0.0030897208
-0.022974847 -0.0035650628
-0.022974847 -0.0040404042
-0.022974847 -0.0045157461
-0.022974847 -0.0049910876
-0.022974847 -0.0054664295
-0.022974847 -0.0059417705
-0.022974847 -0.0064171124
-0.022974847 -0.0068924543
-0.022974847 -0.0073677953
-0.022974847 -0.0078431387
-0.022974847 -0.0083184792
-0.022974847 -0.0087938206
-0.022974847 -0.009269163
-0.022974847 -0.0097445045
-0.022974847 -0.010219846
-0.022974847 -0.010695187
-0.021694066 -0.010523537
-0.016570939 -0.0083844988
-0.015290158 -0.0080808084
-0.015290158 -0.0083977031
-0.015290158 -0.0087145977
-0.014649766 -0.008641975
-0.012088204 -0.0073876018
-0.011447811 -0.0072489614
-0.011447811 -0.0074866312
-0.011447811 -0.0077243024
-0.011134218 -0.0077342046
-0.0085990634 -0.0061167232
-0.0031623426 -0.0023172908
-0.0018815609 -0.001445831
-0.0015679674 -0.001231267
-0.00031359348 -0.00024757377
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-0.00024757377 -0.00031359348
-0.001231267 -0.0015679674
-0.001445831 -0.0018815609
-0.0023172908 -0.0031623426
-0.0061167232 -0.0085990634
-0.0077342046 -0.011134218
-0.0077243024 -0.011447811
-0.0074866312 -0.011447811
-0.0072489614 -0.011447811
-0.0073876018 -0.012088204
-0.008641975 -0.014649766
-0.0087145977 -0.015290158
-0.0083977031 -0.015290158
-0.0080808084 -0.015290158
-0.0083844988 -0.016570939
-0.010523537 -0.021694066
-0.010695187 -0.022974847
-0.010219846 -0.022974847
-0.0097445045 -0.022974847
-0.009269163 -0.022974847
-0.0087938206 -0.022974847
-0.0083184792 -0.022974847
-0.0078431387 -0.022974847
-0.0073677953 -0.022974847
-0.0068924543 -0.022974847
-0.0064171124 -0.022974847
-0.0059417705 -0.022974847
-0.0054664295 -0.022974847
-0.0049910876 -0.022974847
-0.0045157461 -0.022974847
-0.0040404042 -0.022974847
-0.0035650628 -0.022974847
-0.0030897208 -0.022974847
-0.0026143792 -0.022974847
-0.0021390375 -0.022974847
-0.0016636958 -0.022974847
-0.0011883542 -0.022974847
-0.00071301253 -0.022974847
-0.00023767083 -0.022974847
0.00023767083 -0.022974847
0.00071301253 -0.022974847
0.0011883542 -0.022974847
0.0016636958 -0.022974847
0.0021390375 -0.022974847
0.0026143794 -0.022974847
0.0030897208 -0.022974847
0.0035650628 -0.022974847
0.0040404042 -0.022974847
0.0045157461 -0.022974847
0.0049910876 -0.022974847
0.0054664295 -0.022974847
0.0059417705 -0.022974847
0.0064171124 -0.022974847
0.0068924543 -0.022974847
0.0073677953 -0.022974847
0.0078431387 -0.022974847
0.0083184792 -0.022974847
0.0087938206 -0.022974847
0.009269163 -0.022974847
0.0097445045 -0.022974847
0.010219846 -0.022974847
0.010695187 -0.022974847
0.010523537 -0.021694066
0.0083844988 -0.016570939
0.0080808084 -0.015290158
0.0083977031 -0.015290158
0.0087145977 -0.015290158
0.008641975 -0.014649766
0.0073876018 -0.012088204
0.0072489614 -0.011447811
0.0074866312 -0.011447811
0.0077243024 -0.011447811
0.0077342046 -0.011134218
0.0061167232 -0.0085990634
0.0023172908 -0.0031623426
0.001445831 -0.0018815609
0.001231267 -0.0015679674
0.00024757377 -0.00031359348
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0.00031359348 0.00024757377
0.0015679674 0.001231267
0.0018815609 0.001445831
0.0031623426 0.0023172908
0.0085990634 0.0061167232
0.011134218 0.0077342046
0.011447811 0.0077243024
0.011447811 0.0074866312
0.011447811 0.0072489614
0.012088204 0.0073876018
0.014649766 0.008641975
0.015290158 0.0087145977
0.015290158 0.0083977031
0.015290158 0.0080808084
0.016570939 0.0083844988
0.021694066 0.010523537
0.022974847 0.010695187
0.022974847 0.010219846
0.022974847 0.0097445045
0.022974847 0.009269163
0.022974847 0.0087938206
0.022974847 0.0083184792
0.022974847 0.0078431387
0.022974847 0.0073677953
0.022974847 0.0068924543
0.022974847 0.0064171124
0.022974847 0.0059417705
0.022974847 0.0054664295
0.022974847 0.0049910876
0.022974847 0.0045157461
0.022974847 0.0040404042
0.022974847 0.0035650628
0.022974847 0.0030897208
0.022974847 0.0026143792
0.022974847 0.0021390375
0.022974847 0.0016636958
0.022974847 0.0011883542
0.022974847 0.00071301253
0.022974847 0.00023767083
0.022974847 -0.00023767083
0.022974847 -0.00071301253
0.022974847 -0.0011883542
0.022974847 -0.0016636958
0.022974847 -0.0021390375
0.022974847 -0.0026143794
0.022974847 -0.0030897208
0.022974847 -0.0035650628
0.022974847 -0.0040404042
0.022974847 -0.0045157461
0.022974847 -0.0049910876
0.022974847 -0.0054664295
0.022974847 -0.0059417705
0.022974847 -0.0064171124
0.022974847 -0.0068924543
0.022974847 -0.0073677953
0.022974847 -0.0078431387
0.022974847 -0.0083184792
0.022974847 -0.0087938206
0.022974847 -0.009269163
0.022974847 -0.0097445045
0.022974847 -0.010219846
0.022974847 -0.010695187
0.021694066 -0.010523537
0.016570939 -0.0083844988
0.015290158 -0.0080808084
0.015290158 -0.0083977031
0.015290158 -0.0087145977
0.014649766 -0.008641975
0.012088204 -0.0073876018
0.011447811 -0.0072489614
0.011447811 -0.0074866312
0.011447811 -0.0077243024
0.011134218 -0.0077342046
0.0085990634 -0.0061167232
0.0031623426 -0.0023172908
0.0018815609 -0.001445831
0.0015679674 -0.001231267
0.00031359348 -0.00024757377
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-0.00030699148 0.00026077771
-0.0015349574 0.0012972866
-0.003096323 0.0025153498
-0.0084208101 0.0066514825
-0.01090315 0.0084274122
-0.011530337 0.008665083
-0.014372485 0.010437711
-0.020938141 0.014785105
-0.022499505 0.015448605
-0.022806497 0.015174623
-0.024034465 0.01549812
-0.025595829 0.015943753
-0.030920316 0.018594442
-0.033402655 0.019419689
-0.033709645 0.018894831
-0.033709645 0.018181818
-0.034029841 0.017623952
-0.035310626 0.017524922
-0.035630818 0.016934047
-0.035630818 0.016181424
-0.035630818 0.015428798
-0.035630818 0.014676174
-0.035630818 0.01392355
-0.035630818 0.013170926
-0.035630818 0.012418301
-0.035630818 0.011665677
-0.035630818 0.010913052
-0.035630818 0.010160428
-0.035630818 0.0094078034
-0.035630818 0.0086551793
-0.035630818 0.0079025552
-0.035630818 0.007149931
-0.035630818 0.0063973069
-0.035630818 0.0056446823
-0.035630818 0.0048920577
-0.035630818 0.0041394336
-0.035630818 0.0033868093
-0.035630818 0.0026341851
-0.035630818 0.0018815608
-0.035630818 0.0011289364
-0.035630818 0.00037631218
-0.035630818 -0.00037631218
-0.035630818 -0.0011289364
-0.035630818 -0.0018815608
-0.035630818 -0.0026341851
-0.035630818 -0.0033868093
-0.035630818 -0.0041394336
-0.035630818 -0.0048920577
-0.035630818 -0.0056446823
-0.035630818 -0.0063973069
-0.035630818 -0.007149931
-0.035630818 -0.0079025552
-0.035630818 -0.0086551793
-0.035630818 -0.0094078034
-0.035630818 -0.010160428
-0.035630818 -0.010913052
-0.035630818 -0.011665677
-0.035630818 -0.012418301
-0.035630818 -0.013170926
-0.035630818 -0.01392355
-0.035630818 -0.014676174
-0.035630818 -0.015428798
-0.035630818 -0.016181424
-0.035630818 -0.016934047
-0.035310626 -0.017524922
-0.034029841 -0.017623952
-0.033709645 -0.018181818
-0.033709645 -0.018894831
-0.033402655 -0.019419689
-0.030920316 -0.018594442
-0.025595829 -0.015943753
-0.024034465 -0.01549812
-0.022806497 -0.015174623
-0.022499505 -0.015448605
-0.020938141 -0.014785105
-0.014372485 -0.010437711
-0.011530337 -0.008665083
-0.01090315 -0.0084274122
-0.0084208101 -0.0066514825
-0.003096323 -0.0025153498
-0.0015349574 -0.0012972866
-0.00030699148 -0.00026077771
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-0.00026077771 -0.00030699148
-0.0012972866 -0.0015349574
-0.0025153498 -0.003096323
-0.0066514825 -0.0084208101
-0.0084274122 -0.01090315
-0.008665083 -0.011530337
-0.010437711 -0.014372485
-0.014785105 -0.020938141
-0.015448605 -0.022499505
-0.015174623 -0.022806497
-0.01549812 -0.024034465
-0.015943753 -0.025595829
-0.018594442 -0.030920316
-0.019419689 -0.033402655
-0.018894831 -0.033709645
-0.018181818 -0.033709645
-0.017623952 -0.034029841
-0.017524922 -0.035310626
-0.016934047 -0.035630818
-0.016181424 -0.035630818
-0.015428798 -0.035630818
-0.014676174 -0.035630818
-0.01392355 -0.035630818
-0.013170926 -0.035630818
-0.012418301 -0.035630818
-0.011665677 -0.035630818
-0.010913052 -0.035630818
-0.010160428 -0.035630818
-0.0094078034 -0.035630818
-0.0086551793 -0.035630818
-0.0079025552 -0.035630818
-0.007149931 -0.035630818
-0.0063973069 -0.035630818
-0.0056446823 -0.035630818
-0.0048920577 -0.035630818
-0.0041394336 -0.035630818
-0.0033868093 -0.035630818
-0.0026341851 -0.035630818
-0.0018815608 -0.035630818
-0.0011289364 -0.035630818
-0.00037631218 -0.035630818
0.00037631218 -0.035630818
0.0011289364 -0.035630818
0.0018815608 -0.035630818
0.0026341851 -0.035630818
0.0033868093 -0.035630818
0.0041394336 -0.035630818
0.0048920577 -0.035630818
0.0056446823 -0.035630818
0.0063973069 -0.035630818
0.007149931 -0.035630818
0.0079025552 -0.035630818
0.0086551793 -0.035630818
0.0094078034 -0.035630818
0.010160428 -0.035630818
0.010913052 -0.035630818
0.011665677 -0.035630818
0.012418301 -0.035630818
0.013170926 -0.035630818
0.01392355 -0.035630818
0.014676174 -0.035630818
0.015428798 -0.035630818
0.016181424 -0.035630818
0.016934047 -0.035630818
0.017524922 -0.035310626
0.017623952 -0.034029841
0.018181818 -0.033709645
0.018894831 -0.033709645
0.019419689 -0.033402655
0.018594442 -0.030920316
0.015943753 -0.025595829
0.01549812 -0.024034465
0.015174623 -0.022806497
0.015448605 -0.022499505
0.014785105 -0.020938141
0.010437711 -0.014372485
0.008665083 -0.011530337
0.0084274122 -0.01090315
0.0066514825 -0.0084208101
0.0025153498 -0.003096323
0.0012972866 -0.0015349574
0.00026077771 -0.00030699148
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0.00030699148 0.00026077771
0.0015349574 0.0012972866
0.003096323 0.0025153498
0.0084208101 0.0066514825
0.01090315 0.0084274122
0.011530337 0.008665083
0.014372485 0.010437711
0.020938141 0.014785105
0.022499505 0.015448605
0.022806497 0.015174623
0.024034465 0.01549812
0.025595829 0.015943753
0.030920316 0.018594442
0.033402655 0.019419689
0.033709645 0.018894831
0.033709645 0.018181818
0.034029841 0.017623952
0.035310626 0.017524922
0.035630818 0.016934047
0.035630818 0.016181424
0.035630818 0.015428798
0.035630818 0.014676174
0.035630818 0.01392355
0.035630818 0.013170926
0.035630818 0.012418301
0.035630818 0.011665677
0.035630818 0.010913052
0.035630818 0.010160428
0.035630818 0.0094078034
0.035630818 0.0086551793
0.035630818 0.0079025552
0.035630818 0.007149931
0.035630818 0.0063973069
0.035630818 0.0056446823
0.035630818 0.0048920577
0.035630818 0.0041394336
0.035630818 0.0033868093
0.035630818 0.0026341851
0.035630818 0.0018815608
0.035630818 0.0011289364
0.035630818 0.00037631218
0.035630818 -0.00037631218
0.035630818 -0.0011289364
0.035630818 -0.0018815608
0.035630818 -0.0026341851
0.035630818 -0.0033868093
0.035630818 -0.0041394336
0.035630818 -0.0048920577
0.035630818 -0.0056446823
0.035630818 -0.0063973069
0.035630818 -0.007149931
0.035630818 -0.0079025552
0.035630818 -0.0086551793
0.035630818 -0.0094078034
0.035630818 -0.010160428
0.035630818 -0.010913052
0.035630818 -0.011665677
0.035630818 -0.012418301
0.035630818 -0.013170926
0.035630818 -0.01392355
0.035630818 -0.014676174
0.035630818 -0.015428798
0.035630818 -0.016181424
0.035630818 -0.016934047
0.035310626 -0.017524922
0.034029841 -0.017623952
0.033709645 -0.018181818
0.033709645 -0.018894831
0.033402655 -0.019419689
0.030920316 -0.018594442
0.025595829 -0.015943753
0.024034465 -0.01549812
0.022806497 -0.015174623
0.022499505 -0.015448605
0.020938141 -0.014785105
0.014372485 -0.010437711
0.011530337 -0.008665083
0.01090315 -0.0084274122
0.0084208101 -0.0066514825
0.003096323 -0.0025153498
0.0015349574 -0.0012972866
0.00030699148 -0.00026077771
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-0.00030038951 0.00027398166
-0.0015019476 0.0013633064
-0.0030303032 0.002647389
-0.0082425568 0.0070079882
-0.010985674 0.0091371229
-0.014068793 0.011348782
-0.020495808 0.016112102
-0.022324555 0.017102398
-0.025368061 0.01885852
-0.033036247 0.023846306
-0.035178587 0.02466825
-0.037608109 0.025546314
-0.043120749 0.028358754
-0.045863867 0.029200505
-0.048646599 0.029883806
-0.054172449 0.032102071
-0.056601971 0.032359544
-0.05690236 0.031313129
-0.05690236 0.030085165
-0.05690236 0.028857199
-0.05690236 0.027629234
-0.05690236 0.026401268
-0.05690236 0.025173303
-0.05690236 0.023945337
-0.05690236 0.02271737
-0.05690236 0.021489404
-0.05690236 0.020261439
-0.05690236 0.019033473
-0.05690236 0.017805506
-0.05690236 0.016577542
-0.05690236 0.015349574
-0.05690236 0.014121609
-0.05690236 0.012893643
-0.05690236 0.011665678
-0.05690236 0.010437711
-0.05690236 0.0092097446
-0.05690236 0.0079817791
-0.05690236 0.0067538125
-0.05690236 0.005525847
-0.05690236 0.0042978809
-0.05690236 0.0030699149
-0.05690236 0.0018419491
-0.05690236 0.00061398302
-0.05690236 -0.00061398302
-0.05690236 -0.0018419491
-0.05690236 -0.0030699149
-0.05690236 -0.0042978809
-0.05690236 -0.005525847
-0.05690236 -0.0067538125
-0.05690236 -0.0079817791
-0.05690236 -0.0092097446
-0.05690236 -0.010437711
-0.05690236 -0.011665678
-0.05690236 -0.012893643
-0.05690236 -0.014121609
-0.05690236 -0.015349574
-0.05690236 -0.016577542
-0.05690236 -0.017805506
-0.05690236 -0.019033473
-0.05690236 -0.020261439
-0.05690236 -0.021489404
-0.05690236 -0.02271737
-0.05690236 -0.023945337
-0.05690236 -0.025173303
-0.05690236 -0.026401268
-0.05690236 -0.027629234
-0.05690236 -0.028857199
-0.05690236 -0.030085165
-0.05690236 -0.031313129
-0.056601971 -0.032359544
-0.054172449 -0.032102071
-0.048646599 -0.029883806
-0.045863867 -0.029200505
-0.043120749 -0.028358754
-0.037608109 -0.025546314
-0.035178587 -0.02466825
-0.033036247 -0.023846306
-0.025368061 -0.01885852
-0.022324555 -0.017102398
-0.020495808 -0.016112102
-0.014068793 -0.011348782
-0.010985674 -0.0091371229
-0.0082425568 -0.0070079882
-0.0030303032 -0.002647389
-0.0015019476 -0.0013633064
-0.00030038951 -0.00027398166
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
-0.00027398166 -0.00030038951
-0.0013633064 -0.0015019476
-0.002647389 -0.0030303032
-0.0070079882 -0.0082425568
-0.0091371229 -0.010985674
-0.011348782 -0.014068793
-0.016112102 -0.020495808
-0.017102398 -0.022324555
-0.01885852 -0.025368061
-0.023846306 -0.033036247
-0.02466825 -0.035178587
-0.025546314 -0.037608109
-0.028358754 -0.043120749
-0.029200505 -0.045863867
-0.029883806 -0.048646599
-0.032102071 -0.054172449
-0.032359544 -0.056601971
-0.031313129 -0.05690236
-0.030085165 -0.05690236
-0.028857199 -0.05690236
-0.027629234 -0.05690236
-0.026401268 -0.05690236
-0.025173303 -0.05690236
-0.023945337 -0.05690236
-0.02271737 -0.05690236
-0.021489404 -0.05690236
-0.020261439 -0.05690236
-0.019033473 -0.05690236
-0.017805506 -0.05690236
-0.016577542 -0.05690236
-0.015349574 -0.05690236
-0.014121609 -0.05690236
-0.012893643 -0.05690236
-0.011665678 -0.05690236
-0.010437711 -0.05690236
-0.0092097446 -0.05690236
-0.0079817791 -0.05690236
-0.0067538125 -0.05690236
-0.005525847 -0.05690236
-0.0042978809 -0.05690236
-0.0030699149 -0.05690236
-0.0018419491 -0.05690236
-0.00061398302 -0.05690236
0.00061398302 -0.05690236
0.0018419491 -0.05690236
0.0030699149 -0.05690236
0.0042978809 -0.05690236
0.005525847 -0.05690236
0.0067538125 -0.05690236
0.0079817791 -0.05690236
0.0092097446 -0.05690236
0.010437711 -0.05690236
0.011665678 -0.05690236
0.012893643 -0.05690236
0.014121609 -0.05690236
0.015349574 -0.05690236
0.016577542 -0.05690236
0.017805506 -0.05690236
0.019033473 -0.05690236
0.020261439 -0.05690236
0.021489404 -0.05690236
0.02271737 -0.05690236
0.023945337 -0.05690236
0.025173303 -0.05690236
0.026401268 -0.05690236
0.027629234 -0.05690236
0.028857199 -0.05690236
0.030085165 -0.05690236
0.031313129 -0.05690236
0.032359544 -0.056601971
0.032102071 -0.054172449
0.029883806 -0.048646599
0.029200505 -0.045863867
0.028358754 -0.043120749
0.025546314 -0.037608109
0.02466825 -0.035178587
0.023846306 -0.033036247
0.01885852 -0.025368061
0.017102398 -0.022324555
0.016112102 -0.020495808
0.011348782 -0.014068793
0.0091371229 -0.010985674
0.0070079882 -0.0082425568
0.002647389 -0.0030303032
0.0013633064 -0.0015019476
0.00027398166 -0.00030038951
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0 -0
0.00030038951 0.00027398166
0.0015019476 0.0013633064
0.0030303032 0.002647389
0.0082425568 0.0070079882
0.010985674 0.0091371229
0.014068793 0.011348782
0.020495808 0.016112102
0.022324555 0.017102398
0.025368061 0.01885852
0.033036247 0.023846306
0.035178587 0.02466825
0.037608109 0.025546314
0.043120749 0.028358754
0.045863867 0.029200505
0.048646599 0.029883806
0.054172449 0.032102071
0.056601971 0.032359544
0.05690236 0.031313129
0.05690236 0.030085165
0.05690236 0.028857199
0.05690236 0.027629234
0.05690236 0.026401268
0.05690236 0.025173303
0.05690236 0.023945337
0.05690236 0.02271737
0.05690236 0.021489404
0.05690236 0.020261439
0.05690236 0.019033473
0.05690236 0.017805506
0.05690236 0.016577542
0.05690236 0.015349574
0.05690236 0.014121609
0.05690236 0.012893643
0.05690236 0.011665678
0.05690236 0.010437711
0.05690236 0.0092097446
0.05690236 0.0079817791
0.05690236 0.0067538125
0.05690236 0.005525847
0.05690236 0.0042978809
0.05690236 0.0030699149
0.05690236 0.0018419491
0.05690236 0.00061398302
0.05690236 -0.00061398302
0.05690236 -0.0018419491
